score	readID	taxID
5929	NB501013:67:HNG37BGX5:2:23309:7754:15279	515620
12100	NB501013:67:HNG37BGX5:3:11402:6829:19320	2
5668	NB501013:67:HNG37BGX5:2:23211:25296:10130	39491
0	NB501013:67:HNG37BGX5:1:22306:16418:18091	0
0	NB501013:67:HNG37BGX5:3:11408:8906:2432	0
361	NB501013:67:HNG37BGX5:3:11603:19768:1402	77133
0	NB501013:67:HNG37BGX5:3:11610:26046:12754	0
5476	NB501013:67:HNG37BGX5:3:12412:7929:2742	77133
12100	NB501013:67:HNG37BGX5:3:12509:20538:4326	77133
0	NB501013:67:HNG37BGX5:3:13401:21239:1464	0
557	NB501013:67:HNG37BGX5:3:13403:25077:10670	77133
850	NB501013:67:HNG37BGX5:3:12607:14179:9390	2
12100	NB501013:67:HNG37BGX5:3:21612:11179:9560	2
10000	NB501013:67:HNG37BGX5:3:13606:11782:11874	2
169	NB501013:67:HNG37BGX5:3:22503:16505:11379	77133
12100	NB501013:67:HNG37BGX5:3:13610:11532:15453	1
0	NB501013:67:HNG37BGX5:3:11410:1874:11902	0
12100	NB501013:67:HNG37BGX5:3:22601:15494:2944	2
12100	NB501013:67:HNG37BGX5:2:21308:16619:12900	2
12100	NB501013:67:HNG37BGX5:3:22603:8198:14726	28116
2404	NB501013:67:HNG37BGX5:3:22612:21979:18836	155900
361	NB501013:67:HNG37BGX5:3:23510:7444:18948	253239
0	NB501013:67:HNG37BGX5:3:23510:4908:12796	0
144	NB501013:67:HNG37BGX5:3:23408:8347:12720	33943
12100	NB501013:67:HNG37BGX5:3:21405:26833:13792	28025
0	NB501013:67:HNG37BGX5:4:11412:9096:6697	0
12100	NB501013:67:HNG37BGX5:3:23606:25483:2558	2
196	NB501013:67:HNG37BGX5:4:11506:6008:2367	657321
12100	NB501013:67:HNG37BGX5:3:23511:20363:11027	2
4580	NB501013:67:HNG37BGX5:3:23408:5710:19330	2
3969	NB501013:67:HNG37BGX5:4:12606:11831:6706	28116
11881	NB501013:67:HNG37BGX5:4:13402:26340:19733	2
389	NB501013:67:HNG37BGX5:4:13503:24891:7207	657322
12100	NB501013:67:HNG37BGX5:4:21609:3146:19901	39491
12100	NB501013:67:HNG37BGX5:4:13504:24174:8621	301301
0	NB501013:67:HNG37BGX5:4:13404:19326:17866	0
3364	NB501013:67:HNG37BGX5:4:22402:7881:12222	657322
0	NB501013:67:HNG37BGX5:4:12504:20175:10523	0
1521	NB501013:67:HNG37BGX5:4:22512:13037:3910	77133
11664	NB501013:67:HNG37BGX5:4:22412:4160:5446	2
7156	NB501013:67:HNG37BGX5:4:22502:10739:10724	214856
225	NB501013:67:HNG37BGX5:4:22601:25787:13264	155900
225	NB501013:67:HNG37BGX5:4:23609:8564:17399	77133
8100	NB501013:67:HNG37BGX5:4:23510:3267:12076	515620
1089	NB501013:67:HNG37BGX5:2:22107:13466:18941	77133
144	NB501013:67:HNG37BGX5:1:11107:3450:9350	39485
441	NB501013:67:HNG37BGX5:4:11605:14089:13356	2
1849	NB501013:67:HNG37BGX5:1:11207:14306:19225	77133
900	NB501013:67:HNG37BGX5:1:11110:25441:7516	186802
11881	NB501013:67:HNG37BGX5:1:11210:13807:8225	28116
11881	NB501013:67:HNG37BGX5:1:12106:21209:13516	28116
0	NB501013:67:HNG37BGX5:1:12112:2012:8101	0
4756	NB501013:67:HNG37BGX5:4:12402:22553:2154	1485
0	NB501013:67:HNG37BGX5:1:12211:1666:6302	0
324	NB501013:67:HNG37BGX5:1:13102:14695:6727	77133
482	NB501013:67:HNG37BGX5:2:11104:7226:6676	77133
169	NB501013:67:HNG37BGX5:1:13204:10728:9237	77133
7156	NB501013:67:HNG37BGX5:1:12304:12872:7010	28116
289	NB501013:67:HNG37BGX5:1:13209:7720:20325	253239
100	NB501013:67:HNG37BGX5:1:13206:16423:2858	39485
144	NB501013:67:HNG37BGX5:1:13212:9086:4547	39485
11881	NB501013:67:HNG37BGX5:1:13305:20549:5290	214856
0	NB501013:67:HNG37BGX5:1:21303:15467:15289	0
361	NB501013:67:HNG37BGX5:1:22105:7780:7620	77133
8100	NB501013:67:HNG37BGX5:1:13308:10127:11149	1297617
0	NB501013:67:HNG37BGX5:1:22101:4067:5301	0
11881	NB501013:67:HNG37BGX5:1:22207:15468:9223	214856
289	NB501013:67:HNG37BGX5:1:23309:5114:11516	253239
11881	NB501013:67:HNG37BGX5:1:22305:18444:10405	2
4225	NB501013:67:HNG37BGX5:1:22208:2920:2941	186802
4624	NB501013:67:HNG37BGX5:1:23311:20921:2827	1485
0	NB501013:67:HNG37BGX5:2:11108:8454:10968	0
11881	NB501013:67:HNG37BGX5:2:11104:4781:6515	208544
900	NB501013:67:HNG37BGX5:2:11109:18391:3405	186802
225	NB501013:67:HNG37BGX5:2:11109:6689:2964	186803
225	NB501013:67:HNG37BGX5:2:11201:25234:9870	186803
2025	NB501013:67:HNG37BGX5:2:11205:13044:8690	77133
1936	NB501013:67:HNG37BGX5:2:21106:4809:16052	77133
169	NB501013:67:HNG37BGX5:2:21311:24931:9144	39491
2600	NB501013:67:HNG37BGX5:2:23107:10531:17778	214856
11881	NB501013:67:HNG37BGX5:2:23110:23241:2934	77133
121	NB501013:67:HNG37BGX5:2:23309:22034:7600	77133
11881	NB501013:67:HNG37BGX5:2:11204:11346:7694	1
11881	NB501013:67:HNG37BGX5:2:22203:13537:16572	2
11881	NB501013:67:HNG37BGX5:3:12501:5729:16565	2
11881	NB501013:67:HNG37BGX5:3:12607:17482:4080	2
11881	NB501013:67:HNG37BGX5:2:11106:1200:15934	1
7569	NB501013:67:HNG37BGX5:3:13406:11693:13998	77133
11881	NB501013:67:HNG37BGX5:3:12503:5039:11896	2
0	NB501013:67:HNG37BGX5:3:13507:3284:6965	0
11881	NB501013:67:HNG37BGX5:3:13504:17915:14544	1
100	NB501013:67:HNG37BGX5:3:13509:24219:15089	562970
0	NB501013:67:HNG37BGX5:3:13508:17252:9368	0
4900	NB501013:67:HNG37BGX5:3:13409:12580:19181	2
11881	NB501013:67:HNG37BGX5:3:13606:17133:8875	77133
1849	NB501013:67:HNG37BGX5:3:21410:15934:12263	28116
361	NB501013:67:HNG37BGX5:3:21505:22904:4048	77133
2209	NB501013:67:HNG37BGX5:3:21608:6964:15355	77133
2304	NB501013:67:HNG37BGX5:3:21505:19970:8900	1834196
0	NB501013:67:HNG37BGX5:3:13609:7794:4434	0
5476	NB501013:67:HNG37BGX5:3:23508:12922:5013	657322
1849	NB501013:67:HNG37BGX5:3:22505:22223:14662	77133
11881	NB501013:67:HNG37BGX5:3:22508:8821:1975	77133
5949	NB501013:67:HNG37BGX5:3:22504:2470:6886	2
2304	NB501013:67:HNG37BGX5:4:11401:17545:6684	1834196
2025	NB501013:67:HNG37BGX5:4:11411:13116:4086	28116
11881	NB501013:67:HNG37BGX5:4:11401:14600:4052	2
0	NB501013:67:HNG37BGX5:4:11507:21297:19728	0
5476	NB501013:67:HNG37BGX5:4:12604:9584:15564	155900
0	NB501013:67:HNG37BGX5:4:13612:10163:17037	0
11881	NB501013:67:HNG37BGX5:4:12611:10228:2567	84030
6185	NB501013:67:HNG37BGX5:4:12412:23025:3749	28116
484	NB501013:67:HNG37BGX5:4:22502:24022:17609	77133
0	NB501013:67:HNG37BGX5:4:22506:3497:2040	0
11881	NB501013:67:HNG37BGX5:4:21504:18258:8550	2
11881	NB501013:67:HNG37BGX5:4:22403:24428:8895	1
100	NB501013:67:HNG37BGX5:4:22607:3089:13307	39485
2682	NB501013:67:HNG37BGX5:4:22611:13363:19077	155900
11881	NB501013:67:HNG37BGX5:4:22605:26711:8225	214856
0	NB501013:67:HNG37BGX5:1:13212:16922:6688	0
11881	NB501013:67:HNG37BGX5:4:11511:16328:9887	1
3844	NB501013:67:HNG37BGX5:4:22406:25004:1246	77133
1369	NB501013:67:HNG37BGX5:4:13402:9997:6514	717962
11664	NB501013:67:HNG37BGX5:1:11111:5835:15010	39485
1921	NB501013:67:HNG37BGX5:1:11202:10100:18535	214856
1105	NB501013:67:HNG37BGX5:1:22106:25442:17251	2
11664	NB501013:67:HNG37BGX5:1:11310:22337:13984	2
729	NB501013:67:HNG37BGX5:1:12209:5425:5653	515620
256	NB501013:67:HNG37BGX5:1:13312:13761:9151	77133
11664	NB501013:67:HNG37BGX5:1:12109:21455:18133	2
0	NB501013:67:HNG37BGX5:1:13204:1240:19110	0
11664	NB501013:67:HNG37BGX5:1:13112:1351:1705	2
5540	NB501013:67:HNG37BGX5:1:21104:3446:17650	657313
11664	NB501013:67:HNG37BGX5:1:21111:13323:2020	2
11664	NB501013:67:HNG37BGX5:1:21209:12426:8786	2
2500	NB501013:67:HNG37BGX5:1:21308:25020:2324	214856
5329	NB501013:67:HNG37BGX5:1:21309:21582:13510	657322
121	NB501013:67:HNG37BGX5:1:21311:12304:8430	39485
1444	NB501013:67:HNG37BGX5:1:22310:7576:5515	77133
289	NB501013:67:HNG37BGX5:1:23111:12012:17756	253239
356	NB501013:67:HNG37BGX5:1:23301:26153:3879	657322
9025	NB501013:67:HNG37BGX5:1:22205:10558:3746	2
0	NB501013:67:HNG37BGX5:2:11203:18164:14500	0
0	NB501013:67:HNG37BGX5:4:11406:7381:11380	0
11664	NB501013:67:HNG37BGX5:1:23205:21732:12302	186802
289	NB501013:67:HNG37BGX5:2:12312:19851:13932	77133
3557	NB501013:67:HNG37BGX5:2:12209:17674:15131	1
325	NB501013:67:HNG37BGX5:2:13105:13087:1676	657322
0	NB501013:67:HNG37BGX5:2:13203:1664:19552	0
0	NB501013:67:HNG37BGX5:2:12302:8672:13413	0
144	NB501013:67:HNG37BGX5:2:11210:1870:5752	2
0	NB501013:67:HNG37BGX5:2:21211:7484:11244	0
1600	NB501013:67:HNG37BGX5:2:13207:15545:9371	77133
7569	NB501013:67:HNG37BGX5:2:12311:12230:8461	727
11664	NB501013:67:HNG37BGX5:2:21311:4101:5843	2
11664	NB501013:67:HNG37BGX5:2:22207:7603:10022	2
11025	NB501013:67:HNG37BGX5:2:23105:23444:16498	2
11664	NB501013:67:HNG37BGX5:2:22208:14133:19560	1
900	NB501013:67:HNG37BGX5:2:23202:25712:19737	29360
289	NB501013:67:HNG37BGX5:2:23211:17622:5221	253239
121	NB501013:67:HNG37BGX5:2:23311:13884:8205	33943
169	NB501013:67:HNG37BGX5:2:23312:21452:5048	1297617
5329	NB501013:67:HNG37BGX5:3:11504:23201:19007	77133
0	NB501013:67:HNG37BGX5:3:11608:2741:17622	0
7120	NB501013:67:HNG37BGX5:3:11606:12116:9241	1
0	NB501013:67:HNG37BGX5:3:12412:4512:16302	0
441	NB501013:67:HNG37BGX5:2:22103:14806:5497	555079
1024	NB501013:67:HNG37BGX5:3:13408:10288:13880	2
11664	NB501013:67:HNG37BGX5:3:21506:15065:14630	2
0	NB501013:67:HNG37BGX5:3:22401:13900:3853	0
11664	NB501013:67:HNG37BGX5:3:21501:3768:11400	657321
2916	NB501013:67:HNG37BGX5:2:22110:1915:2112	77133
7569	NB501013:67:HNG37BGX5:3:22511:7923:8459	39491
0	NB501013:67:HNG37BGX5:4:11405:4158:16447	0
7225	NB501013:67:HNG37BGX5:4:11401:2034:17366	239759
11664	NB501013:67:HNG37BGX5:3:22503:2699:13485	2
0	NB501013:67:HNG37BGX5:4:11405:3161:10992	0
361	NB501013:67:HNG37BGX5:4:12410:12337:18588	515620
0	NB501013:67:HNG37BGX5:4:11410:20848:12039	0
9604	NB501013:67:HNG37BGX5:4:11411:20951:14664	39485
11664	NB501013:67:HNG37BGX5:4:11502:6017:5766	2
11664	NB501013:67:HNG37BGX5:4:13404:19376:8950	77133
0	NB501013:67:HNG37BGX5:4:12511:3586:17523	0
6845	NB501013:67:HNG37BGX5:4:13507:10214:15970	28116
361	NB501013:67:HNG37BGX5:4:21503:26284:8546	77133
144	NB501013:67:HNG37BGX5:4:21410:12297:12135	663278
4880	NB501013:67:HNG37BGX5:4:21411:19480:15135	2
11664	NB501013:67:HNG37BGX5:4:23403:5886:11900	295405
11449	NB501013:67:HNG37BGX5:1:11208:24830:13064	77133
256	NB501013:67:HNG37BGX5:4:22510:3576:2035	165435
11664	NB501013:67:HNG37BGX5:4:23607:21784:12893	1
1933	NB501013:67:HNG37BGX5:1:12207:10019:15226	155900
11449	NB501013:67:HNG37BGX5:1:13303:13716:7306	2
0	NB501013:67:HNG37BGX5:1:12211:21402:8112	0
0	NB501013:67:HNG37BGX5:1:13203:7194:3804	0
2304	NB501013:67:HNG37BGX5:1:21104:21016:14740	1834196
0	NB501013:67:HNG37BGX5:1:21302:24577:9430	0
11449	NB501013:67:HNG37BGX5:1:22107:26099:14959	29466
11449	NB501013:67:HNG37BGX5:1:22309:16732:10102	657313
1764	NB501013:67:HNG37BGX5:1:23305:25020:18906	77133
4489	NB501013:67:HNG37BGX5:2:11202:13362:9680	155900
9604	NB501013:67:HNG37BGX5:4:22402:15860:17184	2
11449	NB501013:67:HNG37BGX5:2:12101:22317:18185	77133
0	NB501013:67:HNG37BGX5:2:12112:22059:14202	0
7744	NB501013:67:HNG37BGX5:2:11202:21198:15429	186802
0	NB501013:67:HNG37BGX5:2:21109:11573:8890	0
11449	NB501013:67:HNG37BGX5:2:22304:25899:12466	2
11449	NB501013:67:HNG37BGX5:2:23107:13703:3425	214856
11449	NB501013:67:HNG37BGX5:2:22103:5550:6894	2
0	NB501013:67:HNG37BGX5:1:23101:6098:2625	0
0	NB501013:67:HNG37BGX5:3:11404:6658:8616	0
0	NB501013:67:HNG37BGX5:3:11408:16920:18326	0
0	NB501013:67:HNG37BGX5:1:23110:16276:8098	0
1682	NB501013:67:HNG37BGX5:3:11503:6050:5523	214856
4489	NB501013:67:HNG37BGX5:3:11501:19163:18247	171549
8464	NB501013:67:HNG37BGX5:3:11509:25340:8978	292800
11449	NB501013:67:HNG37BGX5:3:11504:16204:19501	2
324	NB501013:67:HNG37BGX5:3:12406:5800:4419	77133
2304	NB501013:67:HNG37BGX5:3:11604:3564:15875	1834196
256	NB501013:67:HNG37BGX5:3:13506:1684:19698	77133
4361	NB501013:67:HNG37BGX5:3:12403:9399:19365	585394
0	NB501013:67:HNG37BGX5:1:21104:26567:1801	0
11449	NB501013:67:HNG37BGX5:3:21511:17736:7759	817
11449	NB501013:67:HNG37BGX5:3:22512:4309:1688	28116
11449	NB501013:67:HNG37BGX5:3:21412:16208:7464	2
2025	NB501013:67:HNG37BGX5:3:23504:26041:9792	165186
121	NB501013:67:HNG37BGX5:3:23408:8472:9461	657321
11449	NB501013:67:HNG37BGX5:4:11504:10843:17147	2
0	NB501013:67:HNG37BGX5:3:11601:8320:12919	0
2116	NB501013:67:HNG37BGX5:4:13512:24167:10307	515620
6400	NB501013:67:HNG37BGX5:4:12404:7730:13062	562
1024	NB501013:67:HNG37BGX5:3:23606:2012:12964	1716
11449	NB501013:67:HNG37BGX5:4:12502:8480:8583	1
0	NB501013:67:HNG37BGX5:4:22501:5002:15860	0
169	NB501013:67:HNG37BGX5:4:22511:25804:13260	77133
10201	NB501013:67:HNG37BGX5:4:13601:20294:5780	1
11449	NB501013:67:HNG37BGX5:4:21604:21759:15239	171549
3136	NB501013:67:HNG37BGX5:4:23410:26643:8108	1834198
11236	NB501013:67:HNG37BGX5:1:11110:16538:13304	214856
0	NB501013:67:HNG37BGX5:1:11105:23883:5861	0
6032	NB501013:67:HNG37BGX5:4:22507:13776:5426	2
1849	NB501013:67:HNG37BGX5:1:12103:20434:2095	28116
1764	NB501013:67:HNG37BGX5:1:13112:18991:5137	28116
676	NB501013:67:HNG37BGX5:1:11204:23687:6208	77133
324	NB501013:67:HNG37BGX5:1:13212:10911:2338	1297617
5508	NB501013:67:HNG37BGX5:1:13106:14802:14587	1160721
1089	NB501013:67:HNG37BGX5:1:13108:22120:12058	186802
64	NB501013:67:HNG37BGX5:1:21306:16438:19473	2
0	NB501013:67:HNG37BGX5:1:21108:19115:2366	0
11236	NB501013:67:HNG37BGX5:1:21103:18183:15850	2
0	NB501013:67:HNG37BGX5:4:12409:14242:13183	0
11236	NB501013:67:HNG37BGX5:1:12104:12899:17326	1301
11236	NB501013:67:HNG37BGX5:1:22202:21919:10683	817
361	NB501013:67:HNG37BGX5:1:23102:26273:14538	515620
0	NB501013:67:HNG37BGX5:1:22308:6390:8335	0
324	NB501013:67:HNG37BGX5:1:21112:20870:17306	186801
0	NB501013:67:HNG37BGX5:1:23210:19109:10422	0
100	NB501013:67:HNG37BGX5:1:23108:14382:15311	1834198
7569	NB501013:67:HNG37BGX5:2:11210:19001:11570	2
576	NB501013:67:HNG37BGX5:2:11102:19864:20209	1
441	NB501013:67:HNG37BGX5:2:11301:25375:6864	77133
0	NB501013:67:HNG37BGX5:2:11307:1532:15466	0
11236	NB501013:67:HNG37BGX5:2:11107:19860:8230	2
2025	NB501013:67:HNG37BGX5:1:23310:13212:6015	186803
676	NB501013:67:HNG37BGX5:2:12104:26439:14046	515620
729	NB501013:67:HNG37BGX5:2:11311:12152:5915	762903
1970	NB501013:67:HNG37BGX5:2:12311:12988:4211	155900
11236	NB501013:67:HNG37BGX5:2:13103:22951:6802	77133
484	NB501013:67:HNG37BGX5:2:21109:7459:7590	77133
4453	NB501013:67:HNG37BGX5:2:13106:13393:11378	435591
1225	NB501013:67:HNG37BGX5:2:13307:16238:7820	1042156
11236	NB501013:67:HNG37BGX5:2:22108:21231:4487	28116
6228	NB501013:67:HNG37BGX5:2:22107:15401:2487	39491
6724	NB501013:67:HNG37BGX5:2:22303:3374:3371	84030
81	NB501013:67:HNG37BGX5:3:11507:9586:3193	2
5765	NB501013:67:HNG37BGX5:2:23206:23509:15845	657313
10201	NB501013:67:HNG37BGX5:3:11403:2588:16859	2
11236	NB501013:67:HNG37BGX5:3:11605:22599:2829	2
0	NB501013:67:HNG37BGX5:3:12505:21741:16273	0
6084	NB501013:67:HNG37BGX5:2:21103:7629:12740	2
0	NB501013:67:HNG37BGX5:2:23101:17677:18088	0
3844	NB501013:67:HNG37BGX5:3:12608:21376:19567	328814
11236	NB501013:67:HNG37BGX5:3:13408:12991:3293	2
2304	NB501013:67:HNG37BGX5:3:13511:3916:5985	1834196
6500	NB501013:67:HNG37BGX5:3:12602:16254:12455	171549
1156	NB501013:67:HNG37BGX5:3:22403:16554:2184	77133
11236	NB501013:67:HNG37BGX5:2:13112:13501:19399	1
2304	NB501013:67:HNG37BGX5:3:21408:14272:7474	1834196
8100	NB501013:67:HNG37BGX5:3:21612:16694:18937	2
0	NB501013:67:HNG37BGX5:3:22410:21196:3170	0
0	NB501013:67:HNG37BGX5:3:22412:21918:3893	0
3969	NB501013:67:HNG37BGX5:3:23507:5242:17928	77133
2025	NB501013:67:HNG37BGX5:3:22609:14341:11820	2
11025	NB501013:67:HNG37BGX5:3:23508:12781:19727	77133
256	NB501013:67:HNG37BGX5:3:23606:21298:19051	133926
0	NB501013:67:HNG37BGX5:3:23608:20999:13897	0
7396	NB501013:67:HNG37BGX5:3:23510:3596:1756	186802
0	NB501013:67:HNG37BGX5:3:23610:22906:7673	0
0	NB501013:67:HNG37BGX5:4:12509:17010:15717	0
5018	NB501013:67:HNG37BGX5:4:21401:8489:16922	39491
11236	NB501013:67:HNG37BGX5:4:21506:16940:5690	2
81	NB501013:67:HNG37BGX5:4:22412:12618:9386	2
0	NB501013:67:HNG37BGX5:3:22510:17109:9254	0
1156	NB501013:67:HNG37BGX5:4:23503:16198:18895	515620
11236	NB501013:67:HNG37BGX5:4:21502:19441:18000	41294
0	NB501013:67:HNG37BGX5:2:13305:5600:14933	0
5041	NB501013:67:HNG37BGX5:4:23510:4411:17018	754093
0	NB501013:67:HNG37BGX5:2:23110:21175:7680	0
0	NB501013:67:HNG37BGX5:2:23112:24791:19475	0
0	NB501013:67:HNG37BGX5:3:11612:1408:20093	0
0	NB501013:67:HNG37BGX5:1:11206:18741:13039	0
2482	NB501013:67:HNG37BGX5:1:11109:23951:20244	155900
7921	NB501013:67:HNG37BGX5:4:11601:10479:12626	1
11236	NB501013:67:HNG37BGX5:4:11612:14445:7734	1
0	NB501013:67:HNG37BGX5:1:11103:4500:11438	0
5776	NB501013:67:HNG37BGX5:4:21404:7789:19061	1
2116	NB501013:67:HNG37BGX5:1:12203:1494:17051	77133
289	NB501013:67:HNG37BGX5:1:12305:6622:1482	253239
0	NB501013:67:HNG37BGX5:1:11306:23115:5477	0
900	NB501013:67:HNG37BGX5:1:12303:19895:8677	39492
4900	NB501013:67:HNG37BGX5:1:13105:24006:13690	657322
11025	NB501013:67:HNG37BGX5:1:12303:20974:13493	155900
6481	NB501013:67:HNG37BGX5:1:12101:3077:11515	29466
0	NB501013:67:HNG37BGX5:1:13312:11688:7735	0
361	NB501013:67:HNG37BGX5:1:21304:16521:1098	77133
11025	NB501013:67:HNG37BGX5:1:21104:1315:4945	39485
2401	NB501013:67:HNG37BGX5:2:12302:13894:12347	2
1885	NB501013:67:HNG37BGX5:2:12203:21759:1100	155900
0	NB501013:67:HNG37BGX5:1:22212:9236:1956	0
11025	NB501013:67:HNG37BGX5:1:22312:23338:13814	2
0	NB501013:67:HNG37BGX5:2:12303:12983:16584	0
225	NB501013:67:HNG37BGX5:2:13105:12664:3252	2
4761	NB501013:67:HNG37BGX5:2:13107:7906:3950	328814
900	NB501013:67:HNG37BGX5:2:13208:2718:7451	39492
0	NB501013:67:HNG37BGX5:2:13211:19925:10573	0
11025	NB501013:67:HNG37BGX5:2:12305:23801:6789	2
81	NB501013:67:HNG37BGX5:2:21110:8809:12662	1173263
11025	NB501013:67:HNG37BGX5:2:13303:8785:2721	2
11025	NB501013:67:HNG37BGX5:2:22107:23862:17606	214856
0	NB501013:67:HNG37BGX5:2:22301:12353:19315	0
10201	NB501013:67:HNG37BGX5:2:21312:18148:18230	2
11025	NB501013:67:HNG37BGX5:3:11408:3651:5720	29466
8281	NB501013:67:HNG37BGX5:3:11509:6185:1999	77133
0	NB501013:67:HNG37BGX5:3:21403:12047:18550	0
0	NB501013:67:HNG37BGX5:3:21408:16431:19216	0
4021	NB501013:67:HNG37BGX5:3:12505:12343:9040	171549
11025	NB501013:67:HNG37BGX5:3:13408:20489:12461	2
729	NB501013:67:HNG37BGX5:2:12103:3633:10534	151895
11025	NB501013:67:HNG37BGX5:3:21412:16073:8409	28116
0	NB501013:67:HNG37BGX5:3:22407:23649:11181	0
2025	NB501013:67:HNG37BGX5:3:21502:8227:18283	657313
11025	NB501013:67:HNG37BGX5:3:22512:3370:2212	2
10816	NB501013:67:HNG37BGX5:3:22404:12701:10392	816
81	NB501013:67:HNG37BGX5:3:23503:25510:16696	1173263
0	NB501013:67:HNG37BGX5:3:22602:11918:16671	0
7569	NB501013:67:HNG37BGX5:3:23407:7835:5745	39491
11025	NB501013:67:HNG37BGX5:3:23601:4194:15911	77133
121	NB501013:67:HNG37BGX5:3:23608:24494:6666	657321
169	NB501013:67:HNG37BGX5:4:11605:4838:10706	77133
0	NB501013:67:HNG37BGX5:4:11503:13704:9525	0
81	NB501013:67:HNG37BGX5:4:13604:19370:1355	1173263
0	NB501013:67:HNG37BGX5:4:21402:14680:9057	0
10816	NB501013:67:HNG37BGX5:3:22402:17446:19583	2
196	NB501013:67:HNG37BGX5:4:11503:5993:8770	186803
3364	NB501013:67:HNG37BGX5:4:22505:16229:18085	28116
11025	NB501013:67:HNG37BGX5:4:21601:18452:15078	28116
11025	NB501013:67:HNG37BGX5:4:22601:5897:11919	292800
0	NB501013:67:HNG37BGX5:4:22602:5247:12967	0
4489	NB501013:67:HNG37BGX5:4:22612:21766:14202	171549
2705	NB501013:67:HNG37BGX5:4:23501:22359:19884	214856
2704	NB501013:67:HNG37BGX5:4:23403:5097:19920	2
11025	NB501013:67:HNG37BGX5:4:23608:25729:13097	28116
400	NB501013:67:HNG37BGX5:1:11105:8788:10425	77133
0	NB501013:67:HNG37BGX5:1:11210:1540:14599	0
9801	NB501013:67:HNG37BGX5:1:11105:9833:16720	29466
0	NB501013:67:HNG37BGX5:1:11303:22566:3641	0
4973	NB501013:67:HNG37BGX5:4:23511:5022:17924	2
2025	NB501013:67:HNG37BGX5:1:12101:3455:8163	77133
2916	NB501013:67:HNG37BGX5:1:11103:9367:9298	1496
2304	NB501013:67:HNG37BGX5:1:12101:13068:6709	1834196
169	NB501013:67:HNG37BGX5:1:11307:4958:7688	2
4181	NB501013:67:HNG37BGX5:1:12101:7571:6652	435591
10816	NB501013:67:HNG37BGX5:1:12103:23099:4202	155900
4624	NB501013:67:HNG37BGX5:1:12112:15166:2529	657322
2025	NB501013:67:HNG37BGX5:1:12312:25831:5421	657321
324	NB501013:67:HNG37BGX5:1:13203:22892:6920	77133
10816	NB501013:67:HNG37BGX5:1:12108:12998:15958	1
4624	NB501013:67:HNG37BGX5:1:21212:7490:19294	657322
10816	NB501013:67:HNG37BGX5:1:21207:14617:18229	2
289	NB501013:67:HNG37BGX5:1:22104:24693:14337	77133
10816	NB501013:67:HNG37BGX5:1:21210:13049:16530	2
0	NB501013:67:HNG37BGX5:1:22201:18045:10590	0
169	NB501013:67:HNG37BGX5:1:22303:20385:16651	77133
729	NB501013:67:HNG37BGX5:1:23212:4088:16030	515620
4761	NB501013:67:HNG37BGX5:1:22311:6510:17632	754093
0	NB501013:67:HNG37BGX5:1:23311:12768:16388	0
10816	NB501013:67:HNG37BGX5:1:22212:21183:10318	2
10816	NB501013:67:HNG37BGX5:2:11208:9837:18615	28116
10816	NB501013:67:HNG37BGX5:2:11112:11966:8247	2
5821	NB501013:67:HNG37BGX5:2:12112:3219:11985	28116
10816	NB501013:67:HNG37BGX5:2:12209:9829:19189	2
169	NB501013:67:HNG37BGX5:2:13110:11044:2938	77133
5929	NB501013:67:HNG37BGX5:2:12305:3205:19528	328814
0	NB501013:67:HNG37BGX5:2:13206:15227:15209	0
0	NB501013:67:HNG37BGX5:2:21101:18024:7380	0
324	NB501013:67:HNG37BGX5:2:21104:9346:2647	77133
3025	NB501013:67:HNG37BGX5:2:21111:3932:16834	2
1849	NB501013:67:HNG37BGX5:2:22309:10588:14967	77133
10816	NB501013:67:HNG37BGX5:2:22107:25050:17916	39485
0	NB501013:67:HNG37BGX5:2:23103:20079:17768	0
10201	NB501013:67:HNG37BGX5:2:22309:19661:10893	2
2304	NB501013:67:HNG37BGX5:2:23211:1254:11001	77133
0	NB501013:67:HNG37BGX5:3:11408:4584:9319	0
0	NB501013:67:HNG37BGX5:3:11606:25066:3657	0
10816	NB501013:67:HNG37BGX5:3:11404:7667:18448	630129
400	NB501013:67:HNG37BGX5:3:13412:6591:4832	77133
10609	NB501013:67:HNG37BGX5:3:13410:8775:12757	2
10816	NB501013:67:HNG37BGX5:3:21403:1985:8304	292800
10816	NB501013:67:HNG37BGX5:3:21411:13208:4450	2
289	NB501013:67:HNG37BGX5:3:22504:2508:17109	253239
2304	NB501013:67:HNG37BGX5:3:21411:15561:6614	155900
676	NB501013:67:HNG37BGX5:3:23412:19469:10786	515620
0	NB501013:67:HNG37BGX5:3:23410:13465:4626	0
1513	NB501013:67:HNG37BGX5:3:23507:15707:19844	214856
10816	NB501013:67:HNG37BGX5:3:23609:12986:15384	214856
6561	NB501013:67:HNG37BGX5:4:11504:23980:1888	239759
10404	NB501013:67:HNG37BGX5:4:11509:13191:15943	2
0	NB501013:67:HNG37BGX5:1:12112:8732:14541	0
8100	NB501013:67:HNG37BGX5:3:23412:26651:6283	208544
4761	NB501013:67:HNG37BGX5:4:13512:15546:13194	84030
144	NB501013:67:HNG37BGX5:4:11512:7035:19452	33943
985	NB501013:67:HNG37BGX5:4:11612:18150:6891	435591
0	NB501013:67:HNG37BGX5:4:12408:16977:14891	0
0	NB501013:67:HNG37BGX5:4:12604:22352:4807	0
