EC#	RPKM	Eukaryota	Archaea	Bacteria	Bacteroidetes	Actinobacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteria	Alphaproteobacteria	Firmicutes	Bacilli	Clostridia	Lachnospiraceae	Eubacteriaceae	Ruminococcaceae	Clostridiaceae	Oscillospiraceae	Other	Piechart
1.17.99.6	224.2982243323141	0.0	0.0	44.71159323324017	134.87503786583378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	760.0970849650829	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.7.11.1	159.93074131623396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.333041017753146	22.355796616620086	0.0	0.0	0.0	0.0	2010.1123625916325	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
6.1.1.19	138.6699721205681	0.0	0.0	0.0	45.759439685984376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1579.4790513879234	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.4.1.1	379.4735087358922	0.0	0.0	0.0	167.4444625256461	0.0	0.0	0.0	0.0	0.0	0.0	90.90370279870683	0.0	16.78051237482241	0.0	17.179548338679265	0.0	0.0	1481.8098058666387	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
6.3.1.2	69.16181576497425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1175.7508680045623	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
1.16.3.2	2745.068992392333	0.0	0.0	0.0	2745.068992392333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
3.4.21.89	144.52507457786703	0.0	0.0	71.12154985805562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1247.8599202367939	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
1.2.1.2	38.690491361705114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	657.738353148987	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.7.7.60	91.23419739636303	0.0	0.0	0.0	0.0	0.0	0.0	57.9175490405263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	566.3830220492243	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
4.6.1.12	421.4418310527033	0.0	0.0	0.0	57.9175490405263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.87632356078946	0.0	0.0	77.11493889103782	0.0	0.0	3392.061332525946	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
1.11.1.15	1877.0875916030368	0.0	0.0	435.76060706681693	635.3147286857031	0.0	0.0	73.01308043938688	0.0	73.01308043938688	0.0	0.0	0.0	0.0	0.0	219.03924131816063	0.0	0.0	7496.096512110909	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
1.17.7.3	135.6239571740103	0.0	0.0	0.0	0.0	28.537337053232292	0.0	0.0	0.0	28.537337053232292	0.0	39.21845463601352	0.0	0.0	0.0	0.0	0.0	0.0	668.6240833360472	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.7.7.72	89.87533144589005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1527.8806345801308	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
6.3.4.21	56.782537523779844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	965.3031379042573	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.4.1.21	259.7327516241786	0.0	0.0	58.16296238391836	0.0	0.0	0.0	0.0	57.796642007944726	0.0	0.0	0.0	0.0	0.0	0.0	29.01999814504172	0.0	0.0	1950.803534483654	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.7.7.12	134.78958234553153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.015868226872676	0.0	0.0	1356.1531400172003	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.4.99.17	158.27739827183314	0.0	0.0	0.0	38.88515332182644	0.0	0.0	38.88515332182644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1368.6205576790644	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
5.1.3.11	34.66277556213316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	589.2671845562638	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
6.3.5.3	66.37058011492786	0.0	0.0	0.0	44.41407483483624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	373.2605897615574	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
5.4.2.12	138.43735215218072	0.0	0.0	0.0	60.97531834251993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.75686041937921	0.0	0.0	453.98794763478685	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
3.1.11.6	163.47814562306155	0.0	0.0	0.0	0.0	33.643282163246894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2207.192678816849	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.7.7.87	97.65663362180112	0.0	0.0	0.0	73.01308043938688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	418.9404041010421	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
1.1.1.205	221.54103797585068	0.0	0.0	0.0	111.37086509212763	27.343544068933728	0.0	0.0	0.0	0.0	0.0	27.343544068933728	0.0	28.301977572380892	0.0	27.18110717347472	0.0	0.0	0.0	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.3.1.35	67.45188758036723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1146.682088866243	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.5.1.3	131.0767667708506	0.0	0.0	0.0	66.63329671167345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1095.5389910060114	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
3.6.3.33	73.01308043938688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1241.222367469577	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.4.2.53	215.17606686784004	0.0	0.0	0.0	129.22597005897748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.23525883878379	0.0	0.0	743.152245491339	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.5.1.49	95.32365199495092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.69586599816582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	537.6723619453466	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.1.1.199	223.3904498214059	0.0	0.0	0.0	0.0	42.76155489908016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3070.6912136795377	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
6.3.4.4	187.73181956604478	0.0	0.0	0.0	64.90087866473445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.84793299908291	0.0	0.0	1546.7111343378665	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.2.1.1	264.99986303217935	0.0	0.0	0.0	122.92351453078867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.023068295016905	0.0	0.0	0.0	0.0	1581.905763508354	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.7.4.8	137.2988303358568	0.0	0.0	0.0	0.0	72.24452169791965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1105.923246844931	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
4.1.1.83	15.285589223390572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	259.85501679763973	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.7.1.144	88.27304901996612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1500.641833339424	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.1.1.37	91.8939330073697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1562.196861125285	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
2.6.1.9	60.026086358928694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1020.4434681017879	piechart: attributelist="Eukaryota,Archaea,Bacteria,Bacteroidetes,Actinobacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteria,Alphaproteobacteria,Firmicutes,Bacilli,Clostridia,Lachnospiraceae,Eubacteriaceae,Ruminococcaceae,Clostridiaceae,Oscillospiraceae" colorlist="#FFA500,#C0C0C0,#EDF252,#0000FF,#FF00FF,#2C94DE,#ED4734,#00FFFF,#FFCCFF,#34C400,#A52A2A,#663366,#F0FFFF,#AFCCFF,#F4C400,#F52A2A,#F63366,#000000" showlabels=false"
