,EC,Superpathway
1873,ec:2.6.1.21,Metabolism of other amino acids
1874,ec:3.5.3.10,Metabolism of other amino acids
1875,ec:5.1.1.10,Metabolism of other amino acids
1876,ec:5.1.1.12,Metabolism of other amino acids
1877,ec:5.1.1.9,Metabolism of other amino acids
1878,ec:5.4.3.5,Metabolism of other amino acids
1879,ec:2.6.1.21,Metabolism of other amino acids
1880,ec:2.6.1.41,Metabolism of other amino acids
1881,ec:5.1.1.1,Metabolism of other amino acids
1882,ec:6.1.1.13,Metabolism of other amino acids
1883,ec:6.3.2.16,Metabolism of other amino acids
1884,ec:6.3.2.4,Metabolism of other amino acids
1885,ec:1.1.1.42,Metabolism of other amino acids
1886,ec:1.1.1.43,Metabolism of other amino acids
1887,ec:1.1.1.44,Metabolism of other amino acids
1888,ec:1.1.1.49,Metabolism of other amino acids
1889,ec:1.11.1.11,Metabolism of other amino acids
1890,ec:1.11.1.12,Metabolism of other amino acids
1891,ec:1.11.1.15,Metabolism of other amino acids
1892,ec:1.11.1.9,Metabolism of other amino acids
1893,ec:1.17.4.1,Metabolism of other amino acids
1894,ec:1.5.4.1,Metabolism of other amino acids
1895,ec:1.8.1.12,Metabolism of other amino acids
1896,ec:1.8.1.13,Metabolism of other amino acids
1897,ec:1.8.1.7,Metabolism of other amino acids
1898,ec:1.8.3.3,Metabolism of other amino acids
1899,ec:1.8.4.1,Metabolism of other amino acids
1900,ec:1.8.4.2,Metabolism of other amino acids
1901,ec:1.8.4.3,Metabolism of other amino acids
1902,ec:1.8.4.4,Metabolism of other amino acids
1903,ec:1.8.4.7,Metabolism of other amino acids
1904,ec:1.8.5.1,Metabolism of other amino acids
1905,ec:2.3.1.80,Metabolism of other amino acids
1906,ec:2.3.2.2,Metabolism of other amino acids
1907,ec:2.5.1.16,Metabolism of other amino acids
1908,ec:2.5.1.18,Metabolism of other amino acids
1909,ec:2.5.1.22,Metabolism of other amino acids
1910,ec:2.8.1.3,Metabolism of other amino acids
1911,ec:3.4.11.1,Metabolism of other amino acids
1912,ec:3.4.11.2,Metabolism of other amino acids
1913,ec:3.4.11.23,Metabolism of other amino acids
1914,ec:3.4.19.13,Metabolism of other amino acids
1915,ec:3.5.1.78,Metabolism of other amino acids
1916,ec:3.5.2.9,Metabolism of other amino acids
1917,ec:4.1.1.17,Metabolism of other amino acids
1918,ec:4.3.2.7,Metabolism of other amino acids
1919,ec:4.3.2.9,Metabolism of other amino acids
1920,ec:6.3.1.8,Metabolism of other amino acids
1921,ec:6.3.1.9,Metabolism of other amino acids
1922,ec:6.3.2.2,Metabolism of other amino acids
1923,ec:6.3.2.3,Metabolism of other amino acids
1924,ec:1.1.99.13,Carbohydrate metabolism
1925,ec:2.4.1.1,Carbohydrate metabolism
1926,ec:2.4.1.10,Carbohydrate metabolism
1927,ec:2.4.1.11,Carbohydrate metabolism
1928,ec:2.4.1.12,Carbohydrate metabolism
1929,ec:2.4.1.13,Carbohydrate metabolism
1930,ec:2.4.1.14,Carbohydrate metabolism
1931,ec:2.4.1.15,Carbohydrate metabolism
1932,ec:2.4.1.18,Carbohydrate metabolism
1933,ec:2.4.1.19,Carbohydrate metabolism
1934,ec:2.4.1.20,Carbohydrate metabolism
1935,ec:2.4.1.21,Carbohydrate metabolism
1936,ec:2.4.1.242,Carbohydrate metabolism
1937,ec:2.4.1.245,Carbohydrate metabolism
1938,ec:2.4.1.25,Carbohydrate metabolism
1939,ec:2.4.1.29,Carbohydrate metabolism
1940,ec:2.4.1.34,Carbohydrate metabolism
1941,ec:2.4.1.342,Carbohydrate metabolism
1942,ec:2.4.1.35,Carbohydrate metabolism
1943,ec:2.4.1.4,Carbohydrate metabolism
1944,ec:2.4.1.5,Carbohydrate metabolism
1945,ec:2.4.1.64,Carbohydrate metabolism
1946,ec:2.4.1.7,Carbohydrate metabolism
1947,ec:2.4.1.8,Carbohydrate metabolism
1948,ec:2.4.1.9,Carbohydrate metabolism
1949,ec:2.4.99.16,Carbohydrate metabolism
1950,ec:2.7.1.1,Carbohydrate metabolism
1951,ec:2.7.1.10,Carbohydrate metabolism
1952,ec:2.7.1.106,Carbohydrate metabolism
1953,ec:2.7.1.175,Carbohydrate metabolism
1954,ec:2.7.1.2,Carbohydrate metabolism
1955,ec:2.7.1.201,Carbohydrate metabolism
1956,ec:2.7.1.205,Carbohydrate metabolism
1957,ec:2.7.1.208,Carbohydrate metabolism
1958,ec:2.7.1.211,Carbohydrate metabolism
1959,ec:2.7.1.4,Carbohydrate metabolism
1960,ec:2.7.1.41,Carbohydrate metabolism
1961,ec:2.7.7.27,Carbohydrate metabolism
1962,ec:2.7.7.33,Carbohydrate metabolism
1963,ec:2.7.7.34,Carbohydrate metabolism
1964,ec:2.7.7.9,Carbohydrate metabolism
1965,ec:3.1.3.12,Carbohydrate metabolism
1966,ec:3.1.3.24,Carbohydrate metabolism
1967,ec:3.1.3.9,Carbohydrate metabolism
1968,ec:3.1.3.90,Carbohydrate metabolism
1969,ec:3.2.1.1,Carbohydrate metabolism
1970,ec:3.2.1.10,Carbohydrate metabolism
1971,ec:3.2.1.11,Carbohydrate metabolism
1972,ec:3.2.1.122,Carbohydrate metabolism
1973,ec:3.2.1.133,Carbohydrate metabolism
1974,ec:3.2.1.141,Carbohydrate metabolism
1975,ec:3.2.1.2,Carbohydrate metabolism
1976,ec:3.2.1.20,Carbohydrate metabolism
1977,ec:3.2.1.21,Carbohydrate metabolism
1978,ec:3.2.1.26,Carbohydrate metabolism
1979,ec:3.2.1.28,Carbohydrate metabolism
1980,ec:3.2.1.3,Carbohydrate metabolism
1981,ec:3.2.1.39,Carbohydrate metabolism
1982,ec:3.2.1.4,Carbohydrate metabolism
1983,ec:3.2.1.48,Carbohydrate metabolism
1984,ec:3.2.1.54,Carbohydrate metabolism
1985,ec:3.2.1.58,Carbohydrate metabolism
1986,ec:3.2.1.64,Carbohydrate metabolism
1987,ec:3.2.1.65,Carbohydrate metabolism
1988,ec:3.2.1.68,Carbohydrate metabolism
1989,ec:3.2.1.74,Carbohydrate metabolism
1990,ec:3.2.1.86,Carbohydrate metabolism
1991,ec:3.2.1.91,Carbohydrate metabolism
1992,ec:3.2.1.93,Carbohydrate metabolism
1993,ec:3.6.1.21,Carbohydrate metabolism
1994,ec:3.6.1.9,Carbohydrate metabolism
1995,ec:5.3.1.9,Carbohydrate metabolism
1996,ec:5.4.2.2,Carbohydrate metabolism
1997,ec:5.4.2.6,Carbohydrate metabolism
1998,ec:5.4.99.15,Carbohydrate metabolism
1999,ec:5.4.99.16,Carbohydrate metabolism
2000,ec:2.4.1.101,Glycan biosynthesis and metabolism
2001,ec:2.4.1.117,Glycan biosynthesis and metabolism
2002,ec:2.4.1.131,Glycan biosynthesis and metabolism
2003,ec:2.4.1.132,Glycan biosynthesis and metabolism
2004,ec:2.4.1.141,Glycan biosynthesis and metabolism
2005,ec:2.4.1.142,Glycan biosynthesis and metabolism
2006,ec:2.4.1.143,Glycan biosynthesis and metabolism
2007,ec:2.4.1.144,Glycan biosynthesis and metabolism
2008,ec:2.4.1.145,Glycan biosynthesis and metabolism
2009,ec:2.4.1.155,Glycan biosynthesis and metabolism
2010,ec:2.4.1.160,Glycan biosynthesis and metabolism
2011,ec:2.4.1.201,Glycan biosynthesis and metabolism
2012,ec:2.4.1.256,Glycan biosynthesis and metabolism
2013,ec:2.4.1.257,Glycan biosynthesis and metabolism
2014,ec:2.4.1.258,Glycan biosynthesis and metabolism
2015,ec:2.4.1.259,Glycan biosynthesis and metabolism
2016,ec:2.4.1.260,Glycan biosynthesis and metabolism
2017,ec:2.4.1.261,Glycan biosynthesis and metabolism
2018,ec:2.4.1.265,Glycan biosynthesis and metabolism
2019,ec:2.4.1.267,Glycan biosynthesis and metabolism
2020,ec:2.4.1.38,Glycan biosynthesis and metabolism
2021,ec:2.4.1.68,Glycan biosynthesis and metabolism
2022,ec:2.4.1.83,Glycan biosynthesis and metabolism
2023,ec:2.4.99.1,Glycan biosynthesis and metabolism
2024,ec:2.4.99.18,Glycan biosynthesis and metabolism
2025,ec:2.7.1.108,Glycan biosynthesis and metabolism
2026,ec:2.7.8.15,Glycan biosynthesis and metabolism
2027,ec:3.1.3.51,Glycan biosynthesis and metabolism
2028,ec:3.1.4.48,Glycan biosynthesis and metabolism
2029,ec:3.2.1.106,Glycan biosynthesis and metabolism
2030,ec:3.2.1.113,Glycan biosynthesis and metabolism
2031,ec:3.2.1.114,Glycan biosynthesis and metabolism
2032,ec:3.2.1.84,Glycan biosynthesis and metabolism
2033,ec:3.6.1.43,Glycan biosynthesis and metabolism
2034,ec:3.2.1.18,Glycan biosynthesis and metabolism
2035,ec:3.2.1.23,Glycan biosynthesis and metabolism
2036,ec:3.2.1.24,Glycan biosynthesis and metabolism
2037,ec:3.2.1.25,Glycan biosynthesis and metabolism
2038,ec:3.2.1.45,Glycan biosynthesis and metabolism
2039,ec:3.2.1.51,Glycan biosynthesis and metabolism
2040,ec:3.2.1.52,Glycan biosynthesis and metabolism
2041,ec:3.2.1.96,Glycan biosynthesis and metabolism
2042,ec:3.5.1.26,Glycan biosynthesis and metabolism
2043,ec:2.4.1.102,Glycan biosynthesis and metabolism
2044,ec:2.4.1.122,Glycan biosynthesis and metabolism
2045,ec:2.4.1.147,Glycan biosynthesis and metabolism
2046,ec:2.4.1.148,Glycan biosynthesis and metabolism
2047,ec:2.4.1.41,Glycan biosynthesis and metabolism
2048,ec:2.4.99.3,Glycan biosynthesis and metabolism
2049,ec:2.4.99.4,Glycan biosynthesis and metabolism
2050,ec:2.4.1.101,Glycan biosynthesis and metabolism
2051,ec:2.4.1.131,Glycan biosynthesis and metabolism
2052,ec:2.4.1.132,Glycan biosynthesis and metabolism
2053,ec:2.4.1.141,Glycan biosynthesis and metabolism
2054,ec:2.4.1.142,Glycan biosynthesis and metabolism
2055,ec:2.4.1.143,Glycan biosynthesis and metabolism
2056,ec:2.4.1.145,Glycan biosynthesis and metabolism
2057,ec:2.4.1.214,Glycan biosynthesis and metabolism
2058,ec:2.4.1.232,Glycan biosynthesis and metabolism
2059,ec:2.4.1.244,Glycan biosynthesis and metabolism
2060,ec:2.4.1.257,Glycan biosynthesis and metabolism
2061,ec:2.4.1.258,Glycan biosynthesis and metabolism
2062,ec:2.4.1.260,Glycan biosynthesis and metabolism
2063,ec:2.4.1.261,Glycan biosynthesis and metabolism
2064,ec:2.4.1.38,Glycan biosynthesis and metabolism
2065,ec:2.4.1.65,Glycan biosynthesis and metabolism
2066,ec:2.4.1.68,Glycan biosynthesis and metabolism
2067,ec:2.4.2.38,Glycan biosynthesis and metabolism
2068,ec:2.4.99.18,Glycan biosynthesis and metabolism
2069,ec:2.4.99.6,Glycan biosynthesis and metabolism
2070,ec:3.2.1.113,Glycan biosynthesis and metabolism
2071,ec:3.2.1.114,Glycan biosynthesis and metabolism
2072,ec:3.2.1.52,Glycan biosynthesis and metabolism
2073,ec:2.4.1.109,Glycan biosynthesis and metabolism
2074,ec:2.4.1.221,Glycan biosynthesis and metabolism
2075,ec:2.4.1.222,Glycan biosynthesis and metabolism
2076,ec:2.4.1.255,Glycan biosynthesis and metabolism
2077,ec:2.4.1.50,Glycan biosynthesis and metabolism
2078,ec:2.4.1.66,Glycan biosynthesis and metabolism
2079,ec:2.4.2.58,Glycan biosynthesis and metabolism
2080,ec:2.4.99.1,Glycan biosynthesis and metabolism
2081,ec:2.4.99.6,Glycan biosynthesis and metabolism
2082,ec:2.4.1.109,Glycan biosynthesis and metabolism
2083,ec:2.4.1.135,Glycan biosynthesis and metabolism
2084,ec:2.4.1.152,Glycan biosynthesis and metabolism
2085,ec:2.4.1.312,Glycan biosynthesis and metabolism
2086,ec:2.4.1.313,Glycan biosynthesis and metabolism
2087,ec:2.4.99.6,Glycan biosynthesis and metabolism
2088,ec:2.7.1.183,Glycan biosynthesis and metabolism
2089,ec:2.7.7.40,Glycan biosynthesis and metabolism
2090,ec:1.1.1.132,Carbohydrate metabolism
2091,ec:1.1.1.135,Carbohydrate metabolism
2092,ec:1.1.1.136,Carbohydrate metabolism
2093,ec:1.1.1.187,Carbohydrate metabolism
2094,ec:1.1.1.22,Carbohydrate metabolism
2095,ec:1.1.1.271,Carbohydrate metabolism
2096,ec:1.1.1.281,Carbohydrate metabolism
2097,ec:1.1.1.305,Carbohydrate metabolism
2098,ec:1.1.1.335,Carbohydrate metabolism
2099,ec:1.1.1.336,Carbohydrate metabolism
2100,ec:1.1.1.341,Carbohydrate metabolism
2101,ec:1.1.1.342,Carbohydrate metabolism
2102,ec:1.14.18.2,Carbohydrate metabolism
2103,ec:1.17.1.1,Carbohydrate metabolism
2104,ec:1.3.1.98,Carbohydrate metabolism
2105,ec:1.6.2.2,Carbohydrate metabolism
2106,ec:2.1.2.13,Carbohydrate metabolism
2107,ec:2.3.1.157,Carbohydrate metabolism
2108,ec:2.3.1.201,Carbohydrate metabolism
2109,ec:2.3.1.202,Carbohydrate metabolism
2110,ec:2.3.1.203,Carbohydrate metabolism
2111,ec:2.3.1.227,Carbohydrate metabolism
2112,ec:2.3.1.3,Carbohydrate metabolism
2113,ec:2.3.1.4,Carbohydrate metabolism
2114,ec:2.4.1.16,Carbohydrate metabolism
2115,ec:2.4.1.280,Carbohydrate metabolism
2116,ec:2.4.1.43,Carbohydrate metabolism
2117,ec:2.4.2.24,Carbohydrate metabolism
2118,ec:2.4.2.53,Carbohydrate metabolism
2119,ec:2.5.1.101,Carbohydrate metabolism
2120,ec:2.5.1.56,Carbohydrate metabolism
2121,ec:2.5.1.57,Carbohydrate metabolism
2122,ec:2.5.1.7,Carbohydrate metabolism
2123,ec:2.5.1.97,Carbohydrate metabolism
2124,ec:2.6.1.102,Carbohydrate metabolism
2125,ec:2.6.1.16,Carbohydrate metabolism
2126,ec:2.6.1.34,Carbohydrate metabolism
2127,ec:2.6.1.87,Carbohydrate metabolism
2128,ec:2.6.1.92,Carbohydrate metabolism
2129,ec:2.6.1.98,Carbohydrate metabolism
2130,ec:2.7.1.1,Carbohydrate metabolism
2131,ec:2.7.1.191,Carbohydrate metabolism
2132,ec:2.7.1.192,Carbohydrate metabolism
2133,ec:2.7.1.193,Carbohydrate metabolism
2134,ec:2.7.1.199,Carbohydrate metabolism
2135,ec:2.7.1.2,Carbohydrate metabolism
2136,ec:2.7.1.221,Carbohydrate metabolism
2137,ec:2.7.1.4,Carbohydrate metabolism
2138,ec:2.7.1.43,Carbohydrate metabolism
2139,ec:2.7.1.44,Carbohydrate metabolism
2140,ec:2.7.1.46,Carbohydrate metabolism
2141,ec:2.7.1.52,Carbohydrate metabolism
2142,ec:2.7.1.59,Carbohydrate metabolism
2143,ec:2.7.1.6,Carbohydrate metabolism
2144,ec:2.7.1.60,Carbohydrate metabolism
2145,ec:2.7.1.63,Carbohydrate metabolism
2146,ec:2.7.1.7,Carbohydrate metabolism
2147,ec:2.7.1.8,Carbohydrate metabolism
2148,ec:2.7.7.10,Carbohydrate metabolism
2149,ec:2.7.7.12,Carbohydrate metabolism
2150,ec:2.7.7.13,Carbohydrate metabolism
2151,ec:2.7.7.22,Carbohydrate metabolism
2152,ec:2.7.7.23,Carbohydrate metabolism
2153,ec:2.7.7.27,Carbohydrate metabolism
2154,ec:2.7.7.30,Carbohydrate metabolism
2155,ec:2.7.7.33,Carbohydrate metabolism
2156,ec:2.7.7.34,Carbohydrate metabolism
2157,ec:2.7.7.43,Carbohydrate metabolism
2158,ec:2.7.7.44,Carbohydrate metabolism
2159,ec:2.7.7.64,Carbohydrate metabolism
2160,ec:2.7.7.81,Carbohydrate metabolism
2161,ec:2.7.7.82,Carbohydrate metabolism
2162,ec:2.7.7.9,Carbohydrate metabolism
2163,ec:2.7.7.99,Carbohydrate metabolism
2164,ec:3.1.3.105,Carbohydrate metabolism
2165,ec:3.1.3.29,Carbohydrate metabolism
2166,ec:3.13.1.1,Carbohydrate metabolism
2167,ec:3.2.1.132,Carbohydrate metabolism
2168,ec:3.2.1.14,Carbohydrate metabolism
2169,ec:3.2.1.165,Carbohydrate metabolism
2170,ec:3.2.1.183,Carbohydrate metabolism
2171,ec:3.2.1.184,Carbohydrate metabolism
2172,ec:3.2.1.37,Carbohydrate metabolism
2173,ec:3.2.1.52,Carbohydrate metabolism
2174,ec:3.2.1.55,Carbohydrate metabolism
2175,ec:3.5.1.25,Carbohydrate metabolism
2176,ec:3.5.1.33,Carbohydrate metabolism
2177,ec:3.5.1.41,Carbohydrate metabolism
2178,ec:3.5.99.6,Carbohydrate metabolism
2179,ec:3.6.1.57,Carbohydrate metabolism
2180,ec:4.1.1.35,Carbohydrate metabolism
2181,ec:4.1.1.67,Carbohydrate metabolism
2182,ec:4.1.3.3,Carbohydrate metabolism
2183,ec:4.2.1.115,Carbohydrate metabolism
2184,ec:4.2.1.126,Carbohydrate metabolism
2185,ec:4.2.1.135,Carbohydrate metabolism
2186,ec:4.2.1.45,Carbohydrate metabolism
2187,ec:4.2.1.47,Carbohydrate metabolism
2188,ec:4.2.1.76,Carbohydrate metabolism
2189,ec:5.1.3.10,Carbohydrate metabolism
2190,ec:5.1.3.12,Carbohydrate metabolism
2191,ec:5.1.3.14,Carbohydrate metabolism
2192,ec:5.1.3.18,Carbohydrate metabolism
2193,ec:5.1.3.2,Carbohydrate metabolism
2194,ec:5.1.3.23,Carbohydrate metabolism
2195,ec:5.1.3.5,Carbohydrate metabolism
2196,ec:5.1.3.6,Carbohydrate metabolism
2197,ec:5.1.3.7,Carbohydrate metabolism
2198,ec:5.1.3.8,Carbohydrate metabolism
2199,ec:5.1.3.9,Carbohydrate metabolism
2200,ec:5.3.1.8,Carbohydrate metabolism
2201,ec:5.3.1.9,Carbohydrate metabolism
2202,ec:5.4.2.10,Carbohydrate metabolism
2203,ec:5.4.2.2,Carbohydrate metabolism
2204,ec:5.4.2.3,Carbohydrate metabolism
2205,ec:5.4.2.5,Carbohydrate metabolism
2206,ec:5.4.2.8,Carbohydrate metabolism
2207,ec:5.4.99.30,Carbohydrate metabolism
2208,ec:5.4.99.9,Carbohydrate metabolism
2209,ec:1.1.1.133,Biosynthesis of other secondary metabolites
2210,ec:1.1.1.18,Biosynthesis of other secondary metabolites
2211,ec:2.1.4.2,Biosynthesis of other secondary metabolites
2212,ec:2.4.2.27,Biosynthesis of other secondary metabolites
2213,ec:2.6.1.50,Biosynthesis of other secondary metabolites
2214,ec:2.6.1.56,Biosynthesis of other secondary metabolites
2215,ec:2.7.1.1,Biosynthesis of other secondary metabolites
2216,ec:2.7.1.2,Biosynthesis of other secondary metabolites
2217,ec:2.7.1.65,Biosynthesis of other secondary metabolites
2218,ec:2.7.1.72,Biosynthesis of other secondary metabolites
2219,ec:2.7.7.24,Biosynthesis of other secondary metabolites
2220,ec:3.1.3.25,Biosynthesis of other secondary metabolites
2221,ec:3.1.3.39,Biosynthesis of other secondary metabolites
2222,ec:3.1.3.40,Biosynthesis of other secondary metabolites
2223,ec:4.2.1.46,Biosynthesis of other secondary metabolites
2224,ec:5.1.3.13,Biosynthesis of other secondary metabolites
2225,ec:5.4.2.2,Biosynthesis of other secondary metabolites
2226,ec:5.5.1.4,Biosynthesis of other secondary metabolites
2227,ec:1.14.13.154,Metabolism of terpenoids and polyketides
2228,ec:1.14.13.185,Metabolism of terpenoids and polyketides
2229,ec:1.14.13.186,Metabolism of terpenoids and polyketides
2230,ec:1.14.13.188,Metabolism of terpenoids and polyketides
2231,ec:2.1.1.101,Metabolism of terpenoids and polyketides
2232,ec:2.1.1.102,Metabolism of terpenoids and polyketides
2233,ec:2.1.1.239,Metabolism of terpenoids and polyketides
2234,ec:2.1.1.254,Metabolism of terpenoids and polyketides
2235,ec:2.3.1.239,Metabolism of terpenoids and polyketides
2236,ec:2.3.1.240,Metabolism of terpenoids and polyketides
2237,ec:2.3.1.94,Metabolism of terpenoids and polyketides
2238,ec:2.4.1.277,Metabolism of terpenoids and polyketides
2239,ec:2.4.1.278,Metabolism of terpenoids and polyketides
2240,ec:2.4.1.316,Metabolism of terpenoids and polyketides
2241,ec:2.4.1.317,Metabolism of terpenoids and polyketides
2242,ec:2.4.1.318,Metabolism of terpenoids and polyketides
2243,ec:2.4.1.328,Metabolism of terpenoids and polyketides
2244,ec:1.1.1.133,Metabolism of terpenoids and polyketides
2245,ec:1.1.1.266,Metabolism of terpenoids and polyketides
2246,ec:1.1.1.339,Metabolism of terpenoids and polyketides
2247,ec:1.1.1.344,Metabolism of terpenoids and polyketides
2248,ec:1.1.1.364,Metabolism of terpenoids and polyketides
2249,ec:1.1.1.384,Metabolism of terpenoids and polyketides
2250,ec:2.1.1.234,Metabolism of terpenoids and polyketides
2251,ec:2.1.1.235,Metabolism of terpenoids and polyketides
2252,ec:2.1.1.236,Metabolism of terpenoids and polyketides
2253,ec:2.1.1.324,Metabolism of terpenoids and polyketides
2254,ec:2.3.1.197,Metabolism of terpenoids and polyketides
2255,ec:2.6.1.106,Metabolism of terpenoids and polyketides
2256,ec:2.6.1.110,Metabolism of terpenoids and polyketides
2257,ec:2.6.1.33,Metabolism of terpenoids and polyketides
2258,ec:2.6.1.89,Metabolism of terpenoids and polyketides
2259,ec:2.6.1.90,Metabolism of terpenoids and polyketides
2260,ec:2.7.7.24,Metabolism of terpenoids and polyketides
2261,ec:4.2.1.159,Metabolism of terpenoids and polyketides
2262,ec:4.2.1.164,Metabolism of terpenoids and polyketides
2263,ec:4.2.1.46,Metabolism of terpenoids and polyketides
2264,ec:4.3.1.30,Metabolism of terpenoids and polyketides
2265,ec:5.1.3.13,Metabolism of terpenoids and polyketides
2266,ec:5.1.3.25,Metabolism of terpenoids and polyketides
2267,ec:5.1.3.27,Metabolism of terpenoids and polyketides
2268,ec:5.3.2.3,Metabolism of terpenoids and polyketides
2269,ec:5.3.2.4,Metabolism of terpenoids and polyketides
2270,ec:5.4.99.59,Metabolism of terpenoids and polyketides
2271,ec:1.1.1.329,Biosynthesis of other secondary metabolites
2272,ec:1.1.1.355,Biosynthesis of other secondary metabolites
2273,ec:1.1.3.43,Biosynthesis of other secondary metabolites
2274,ec:1.1.3.44,Biosynthesis of other secondary metabolites
2275,ec:1.1.99.38,Biosynthesis of other secondary metabolites
2276,ec:1.14.11.37,Biosynthesis of other secondary metabolites
2277,ec:1.14.14.13,Biosynthesis of other secondary metabolites
2278,ec:2.3.2.19,Biosynthesis of other secondary metabolites
2279,ec:2.4.1.283,Biosynthesis of other secondary metabolites
2280,ec:2.4.1.284,Biosynthesis of other secondary metabolites
2281,ec:2.4.1.285,Biosynthesis of other secondary metabolites
2282,ec:2.4.1.301,Biosynthesis of other secondary metabolites
2283,ec:2.4.2.49,Biosynthesis of other secondary metabolites
2284,ec:2.6.1.100,Biosynthesis of other secondary metabolites
2285,ec:2.6.1.101,Biosynthesis of other secondary metabolites
