C	NB501013:67:HNG37BGX5:2:22308:17601:3164	1685
C	NB501013:67:HNG37BGX5:4:12510:23418:20178	216816
C	NB501013:67:HNG37BGX5:3:23510:12863:15339	823
C	NB501013:67:HNG37BGX5:2:12104:15989:9190	823
C	NB501013:67:HNG37BGX5:3:22510:7763:17137	0
C	NB501013:67:HNG37BGX5:1:21107:21733:15852	823
C	NB501013:67:HNG37BGX5:3:11505:3165:2479	1796613
C	NB501013:67:HNG37BGX5:2:21302:19406:13055	214856
C	NB501013:67:HNG37BGX5:1:11303:20819:8825	292800
C	NB501013:67:HNG37BGX5:3:23506:15280:6575	0
C	NB501013:67:HNG37BGX5:4:11506:7699:20369	371601
C	NB501013:67:HNG37BGX5:1:21207:8592:7667	817
C	NB501013:67:HNG37BGX5:2:21310:1143:10336	371601
C	NB501013:67:HNG37BGX5:4:23410:12916:6147	0
C	NB501013:67:HNG37BGX5:4:11401:5576:14483	155900
C	NB501013:67:HNG37BGX5:3:22507:19315:6891	0
C	NB501013:67:HNG37BGX5:3:21402:11767:11466	823
C	NB501013:67:HNG37BGX5:4:12512:16424:6349	853
C	NB501013:67:HNG37BGX5:2:22212:19797:9975	1678
C	NB501013:67:HNG37BGX5:3:21402:24883:10240	0
C	NB501013:67:HNG37BGX5:2:22209:1470:17528	823
C	NB501013:67:HNG37BGX5:4:13403:21358:17235	155900
C	NB501013:67:HNG37BGX5:1:11208:9271:12022	0
C	NB501013:67:HNG37BGX5:2:13102:24647:16610	1365140
C	NB501013:67:HNG37BGX5:1:23109:13010:15432	0
C	NB501013:67:HNG37BGX5:4:13605:17079:12547	1
C	NB501013:67:HNG37BGX5:1:22112:9347:5750	301301
C	NB501013:67:HNG37BGX5:2:21102:15378:7459	116085
C	NB501013:67:HNG37BGX5:1:13109:21055:17277	292800
C	NB501013:67:HNG37BGX5:4:13510:15223:6787	0
C	NB501013:67:HNG37BGX5:2:12104:24624:4944	0
C	NB501013:67:HNG37BGX5:1:23303:9005:14672	80840
C	NB501013:67:HNG37BGX5:3:21602:12205:11207	0
C	NB501013:67:HNG37BGX5:4:23506:4497:6228	0
C	NB501013:67:HNG37BGX5:3:13607:6924:2952	214856
C	NB501013:67:HNG37BGX5:4:21406:17153:11639	28116
C	NB501013:67:HNG37BGX5:3:23512:12726:10419	823
C	NB501013:67:HNG37BGX5:3:13501:25131:13551	39491
C	NB501013:67:HNG37BGX5:1:22309:12000:16607	0
C	NB501013:67:HNG37BGX5:2:13109:11632:16727	28116
C	NB501013:67:HNG37BGX5:4:21412:26371:7681	39491
C	NB501013:67:HNG37BGX5:2:23306:24301:8862	28116
C	NB501013:67:HNG37BGX5:1:23209:15258:10745	823
C	NB501013:67:HNG37BGX5:1:11204:8921:2051	397865
C	NB501013:67:HNG37BGX5:3:13406:15345:10790	28116
C	NB501013:67:HNG37BGX5:2:13308:7009:6271	0
C	NB501013:67:HNG37BGX5:3:13407:7372:11238	817
C	NB501013:67:HNG37BGX5:2:22203:24856:7261	0
C	NB501013:67:HNG37BGX5:1:22106:15623:2865	28116
C	NB501013:67:HNG37BGX5:1:12112:13454:3186	0
C	NB501013:67:HNG37BGX5:2:22106:17638:9517	816
C	NB501013:67:HNG37BGX5:3:21410:24131:10150	381
C	NB501013:67:HNG37BGX5:2:22206:20154:6553	816
C	NB501013:67:HNG37BGX5:2:13206:13323:13382	214856
C	NB501013:67:HNG37BGX5:2:21301:25065:16685	0
C	NB501013:67:HNG37BGX5:3:13604:9487:1308	630129
C	NB501013:67:HNG37BGX5:1:13109:19819:13787	0
C	NB501013:67:HNG37BGX5:3:13609:24563:18562	823
C	NB501013:67:HNG37BGX5:2:11205:21184:18712	216816
C	NB501013:67:HNG37BGX5:4:23611:17485:14372	823
C	NB501013:67:HNG37BGX5:4:13510:4316:4967	216816
C	NB501013:67:HNG37BGX5:4:22411:14687:8530	214856
C	NB501013:67:HNG37BGX5:3:22610:4652:1981	28116
C	NB501013:67:HNG37BGX5:3:13401:5562:13617	28116
C	NB501013:67:HNG37BGX5:4:23511:5685:13228	0
C	NB501013:67:HNG37BGX5:4:12409:5010:2144	817
C	NB501013:67:HNG37BGX5:2:21302:25829:18232	214856
C	NB501013:67:HNG37BGX5:3:23503:24255:10967	823
C	NB501013:67:HNG37BGX5:3:13605:7037:3627	28116
C	NB501013:67:HNG37BGX5:2:12207:6918:3017	328814
C	NB501013:67:HNG37BGX5:2:11102:13578:3028	0
C	NB501013:67:HNG37BGX5:2:11205:6065:15556	28116
C	NB501013:67:HNG37BGX5:3:23603:7611:5304	39491
C	NB501013:67:HNG37BGX5:1:21204:19726:6619	817
C	NB501013:67:HNG37BGX5:1:23209:15719:2284	239759
C	NB501013:67:HNG37BGX5:4:11403:24228:6725	214856
C	NB501013:67:HNG37BGX5:2:11303:7820:11001	28116
C	NB501013:67:HNG37BGX5:3:13605:12249:14296	216816
C	NB501013:67:HNG37BGX5:1:13104:23067:5400	371601
C	NB501013:67:HNG37BGX5:4:13504:13585:19402	371601
C	NB501013:67:HNG37BGX5:3:23501:9123:15771	816
C	NB501013:67:HNG37BGX5:1:12312:24956:9384	214856
C	NB501013:67:HNG37BGX5:4:21412:15836:14722	328814
C	NB501013:67:HNG37BGX5:4:13404:4551:7475	371601
C	NB501013:67:HNG37BGX5:3:23411:25656:5098	1224
C	NB501013:67:HNG37BGX5:1:22206:7195:5578	0
C	NB501013:67:HNG37BGX5:4:13501:3923:9429	0
C	NB501013:67:HNG37BGX5:4:22407:5911:13486	28116
C	NB501013:67:HNG37BGX5:4:11602:24762:1102	155900
C	NB501013:67:HNG37BGX5:4:12601:17445:7884	823
C	NB501013:67:HNG37BGX5:4:12509:21790:3507	823
C	NB501013:67:HNG37BGX5:4:11608:3027:8122	28116
C	NB501013:67:HNG37BGX5:2:21302:18649:18553	0
C	NB501013:67:HNG37BGX5:4:11404:21119:1418	28116
C	NB501013:67:HNG37BGX5:1:12101:18059:11058	0
C	NB501013:67:HNG37BGX5:3:22602:22816:14811	0
C	NB501013:67:HNG37BGX5:1:13103:5874:16639	328814
C	NB501013:67:HNG37BGX5:3:13504:5952:10797	328814
C	NB501013:67:HNG37BGX5:4:22401:7443:18937	2
C	NB501013:67:HNG37BGX5:1:12211:22431:10157	823
C	NB501013:67:HNG37BGX5:2:13209:12778:19142	216816
C	NB501013:67:HNG37BGX5:1:22301:17039:14550	28116
C	NB501013:67:HNG37BGX5:3:21511:4223:4632	28116
C	NB501013:67:HNG37BGX5:3:21609:20791:14181	2
C	NB501013:67:HNG37BGX5:1:22203:7385:3950	28026
C	NB501013:67:HNG37BGX5:4:13412:15243:19892	216816
C	NB501013:67:HNG37BGX5:4:21505:11920:10375	0
C	NB501013:67:HNG37BGX5:1:12106:5739:10081	39491
C	NB501013:67:HNG37BGX5:2:23203:3851:14335	28116
C	NB501013:67:HNG37BGX5:3:22509:24419:6065	0
C	NB501013:67:HNG37BGX5:1:23104:8965:4679	817
C	NB501013:67:HNG37BGX5:3:23607:2259:5594	823
C	NB501013:67:HNG37BGX5:1:21202:16042:1800	28116
C	NB501013:67:HNG37BGX5:4:13408:11236:14668	28026
C	NB501013:67:HNG37BGX5:2:12111:12270:9033	216816
C	NB501013:67:HNG37BGX5:1:22111:12024:19231	823
